n_pairs,mean_diff,median_diff,std_diff,cohen_dz,cliffs_delta,rank_biserial,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,bootstrap_ci95_low,bootstrap_ci95_high,normality_stat,normality_p,normality_test,comparison,architecture,test_file,condition,metric,mean_noiseaware,mean_clean_matched,positive_means,metric_direction,paired_t_p_holm,wilcoxon_p_holm
500,-0.009223095980343569,-0.008926056699336077,0.055657048380909444,-0.1657129914116524,-0.080128,-0.20233852916696968,-3.705455135512936,0.00023461036941049864,49356.5,9.288675608989283e-05,-0.014139055310166774,-0.004433179232763779,0.9956623997775981,0.1818664853805762,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,rouge1,0.3153351386717712,0.3245582346521148,noise-aware higher; check metric_direction,higher_is_better,0.028857075437491334,0.011517957755146711
500,0.019365278014478755,0.019858197358197327,0.1303293537727486,0.14858723268317137,0.07626,0.21172044329939066,3.3225115286814977,0.0009575844845669388,48189.5,4.555489962539879e-05,0.008083985452362902,0.030696214282773172,0.9679765564666164,5.520485569442586e-09,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,sentence_support_proxy,0.7462941239345119,0.7269288459200332,noise-aware higher; check metric_direction,higher_is_better,0.10724946227149715,0.005922136951301843
500,0.010060645892895473,0.010218381604561289,0.08819305580155244,0.11407526138490348,0.057424,0.1280472591769885,2.5508003900770095,0.011045015993994822,54170.5,0.013290038865725091,0.0024668902323351483,0.017964531366964857,0.9950362624126554,0.108899163698365,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,distinct_1,0.6401261067092424,0.6300654608163471,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0031579275543717317,0.0028018263757115802,0.04733248468703146,0.06671797551411804,0.027768,0.07918964118358088,1.4918592857073443,0.13636794651885756,55610.5,0.12840809901257602,-0.000994017572996033,0.007324568100895793,0.9911523812179881,0.004373349017388468,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,distinct_2,0.9247841736198942,0.9216262460655226,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.003157927554371733,-0.0028018263757115733,0.04733248468703146,-0.06671797551411807,-0.027768,-0.07918964118358088,-1.491859285707345,0.13636794651885742,55610.5,0.12840809901257602,-0.007324568100895793,0.0009940175729960337,0.9911523812179881,0.004373349017388468,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,repetition_2gram_rate,0.0752158263801058,0.07837375393447753,noise-aware higher; check metric_direction,lower_is_better,1.0,1.0
500,-0.023041394349048536,-0.02585366130257777,0.14704256339806096,-0.15669880758724844,-0.06648,-0.20554740957966763,-3.503891857582474,0.0004997667501091649,48763.5,7.418324735365373e-05,-0.035912367230480205,-0.010466129934049275,0.990993472390686,0.003854106499491895,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,novel_2gram_ratio,0.49599518781448493,0.5190365821635334,noise-aware higher; check metric_direction,higher_is_better,0.058472709762772294,0.009495455661267678
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_precision@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_recall@1,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_precision@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_recall@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_precision@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_precision@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_recall@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_precision@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_recall@1,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_precision@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_recall@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_precision@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_precision@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_recall@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_mrr,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_hit@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_ndcg@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_hit@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_ndcg@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_hit@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_ndcg@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_hit@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,context_ndcg@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_mrr,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_hit@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_ndcg@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_hit@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_ndcg@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_hit@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_ndcg@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_hit@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,retrieval_ndcg@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,-0.00609703120671928,-0.00497693276518299,0.06349803334639327,-0.09601921327954947,-0.058664,-0.10651002790939183,-2.1470548803912313,0.03227010986156531,55064.0,0.03984760977596725,-0.011697745896206384,-0.000672653357758116,0.9885785487563546,0.0006069196784647432,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,rouge1,0.2891488417063373,0.2952458729130566,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.0017527029746632725,-0.0012064573343617841,0.03416995178578832,-0.05129369176904259,-0.035384,-0.054787662805990414,-1.1469618161250068,0.25194704781483823,55699.0,0.2958100051791477,-0.004781470579408964,0.0011299089562153374,0.9410153443,3.4299634437787796e-13,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,rouge2,0.06913538386364373,0.07088808683830702,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.0022309981893781244,-0.0025915750915750657,0.036543889808342944,-0.06104982805822683,-0.039032,-0.07949126896495318,-1.3651156555286919,0.1728318386707948,56273.0,0.1258061648046696,-0.005481580375603531,0.0009157499579807547,0.983550905378466,1.957200152706658e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,rougeL,0.177621493936346,0.17985249212572413,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.0022309981893781244,-0.0025915750915750657,0.036543889808342944,-0.06104982805822683,-0.039032,-0.07949126896495318,-1.3651156555286919,0.1728318386707948,56273.0,0.1258061648046696,-0.005481580375603531,0.0009157499579807547,0.983550905378466,1.957200152706658e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,rougeLsum,0.177621493936346,0.17985249212572413,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0001509946584701538,0.0004035532474517822,0.011982349339314096,0.012601423493366216,0.00404,0.039726038422225975,0.28177639544429733,0.7782317893015037,59657.5,0.44240624555447494,-0.0009083429455757141,0.0011558486700057981,0.9776710853274202,6.263393562782667e-07,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,bertscore_f1,0.8319625692367554,0.8318115745782853,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,entity_f1_ref,0.0,0.0,noise-aware higher; check metric_direction,higher_is_better,,
0,,,,,,,,,,,,,,,,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,source_supported_entity_rate,,0.0,noise-aware higher; check metric_direction,higher_is_better,,
500,-0.002,0.0,0.044721359549995794,-0.044721359549995794,-0.002,-1.0,-1.0,0.31779517611187164,0.0,0.31731050786291415,-0.006,0.0,0.02111663006135267,1.943259599294236e-44,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,unsupported_entity_rate,0.0,0.002,noise-aware higher; check metric_direction,lower_is_better,1.0,1.0
500,-0.00590043404749287,0.0,0.09631857284523761,-0.06125956680206991,-0.008208,-0.4095238095238095,-1.3698055564161773,0.17136365954993862,62.0,0.10805756004150567,-0.01449588771544654,0.0025077773361596887,0.18031370816314995,6.98959646502993e-42,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,number_f1_ref,0.015392261492261491,0.021292695539754363,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.024466666666666668,0.0,0.1601054679111348,0.15281593430804427,0.0321,0.7905138339920948,3.4170681715792925,0.0006847089406757441,26.5,0.0009846075825826026,0.011133333333333335,0.03913416666666666,0.21925479797576752,3.4010689063586524e-41,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,unsupported_number_rate,0.029133333333333334,0.004666666666666666,noise-aware higher; check metric_direction,lower_is_better,0.07942623711838633,0.10929144166666889
500,-0.0013242138282275153,0.0,0.13141647767511988,-0.01007646721061235,0.018964,0.0010350152330870998,-0.22531665655976904,0.8218251876187894,59840.5,0.9841778625104417,-0.012962768767457106,0.010310701685177996,0.985249010541167,5.8926057219809374e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,source_token_support_rate,0.7692844090392822,0.7706086228675098,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.000531172736156992,0.0,0.12506408916406775,0.004247204291074817,0.03374,0.00955071404521602,0.09497037509172093,0.9243764818279736,60304.0,0.8542153917368009,-0.010703663022721615,0.01169077703948878,0.9882300603872359,0.000470064385649974,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,sentence_support_proxy,0.7819395441196992,0.7814083713835422,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.00253769220542539,-0.006720867208672099,0.09595968755782114,-0.026445398792032195,-0.021304,-0.05345784383721685,-0.5913370939107482,0.5545623527343004,58333.5,0.3022705021824087,-0.011017253737383154,0.006007616857903088,0.9957758233116206,0.19917251141391373,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,distinct_1,0.6477118766794095,0.650249568884835,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.0015755698212466035,-0.0002801120448179262,0.04954284437635177,-0.03180216721667818,-0.0137,-0.046807149830006396,-0.711118077283077,0.4773433305394981,56633.0,0.3707794771057681,-0.0058723328311491105,0.0028101334894492774,0.994186104989197,0.053434055852234166,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,distinct_2,0.9265561288284169,0.9281316986496635,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0015755698212465998,0.0002801120448179262,0.04954284437635178,0.031802167216678105,0.0137,0.04678190325512505,0.7111180772830753,0.47734333053949907,56634.5,0.3710375890970593,-0.0028101334894492795,0.005872332831149105,0.9941861049891974,0.05343405585224579,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,repetition_2gram_rate,0.07344387117158312,0.0718683013503365,noise-aware higher; check metric_direction,lower_is_better,1.0,1.0
500,0.0007840349838748391,0.0006861135468945734,0.15938850721956557,0.004919018300326962,-0.001908,-0.0014476751318856583,0.10999259302096563,0.91245947018749,61044.0,0.9777582739815173,-0.013138480006146345,0.014716067366834729,0.9895585482564635,0.001264039588050662,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,novel_2gram_ratio,0.4709431834312199,0.470159148447345,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_precision@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_recall@1,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_precision@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_recall@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_precision@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_precision@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_recall@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_precision@1,0.576,0.576,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_recall@1,0.192,0.192,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_precision@3,0.6,0.6,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_recall@3,0.6,0.6,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_precision@5,0.5999999999999999,0.5999999999999999,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_precision@10,0.5999999999999999,0.5999999999999999,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_recall@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_mrr,0.773,0.773,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_hit@1,0.576,0.576,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@1,0.576,0.576,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_hit@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@3,0.5941228850959089,0.5941228850959089,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_hit@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
